random_idx,input_sentence1,input_sentence2,input_sentence3,input_sentence4,candidate_sentence1,candidate_sentence2,label
341251,"Thomasina: And Arthur who was cleaning the silver, and the bootboy. And now",Septimus: Of course. What else did he say?,Thomasina: Mr Noakes?,"Septimus: No, not Mr Noakes. Jellaby. You heard Jellaby telling the cook.","Hannah: Dignity - you're right, Bernard.",Thomasina: Cook hushed him almost as soon as he started. Jellaby did not see that,2
109123,Septimus: Of course. What else did he say?,Thomasina: Mr Noakes?,"Septimus: No, not Mr Noakes. Jellaby. You heard Jellaby telling the cook.",Thomasina: Cook hushed him almost as soon as he started. Jellaby did not see that,Thomasina: Mama has brought from town a whole book of waltzes for the Broad,Septimus: I never said my definition was complete.,2
469203,Thomasina: Mr Noakes?,"Septimus: No, not Mr Noakes. Jellaby. You heard Jellaby telling the cook.",Thomasina: Cook hushed him almost as soon as he started. Jellaby did not see that,Septimus: I never said my definition was complete.,Thomasina: Is carnal embrace kissing?,"Bernard: No, no - I'm going with her.",1
903682,"Septimus: No, not Mr Noakes. Jellaby. You heard Jellaby telling the cook.",Thomasina: Cook hushed him almost as soon as he started. Jellaby did not see that,Septimus: I never said my definition was complete.,Thomasina: Is carnal embrace kissing?,Septimus: Yes.,Septimus: Allow me.,1
275762,Thomasina: Cook hushed him almost as soon as he started. Jellaby did not see that,Septimus: I never said my definition was complete.,Thomasina: Is carnal embrace kissing?,Septimus: Yes.,"Noakes: It is, sir. Irregularity is one of the chiefest principles of the picturesque",Thomasina: And throwing one's arms around Mrs Chater?,2
674810,Septimus: I never said my definition was complete.,Thomasina: Is carnal embrace kissing?,Septimus: Yes.,Thomasina: And throwing one's arms around Mrs Chater?,Hannah: Ah yes.,"Septimus: Yes. Now, Fermat's last theorem-",2
246518,Thomasina: Is carnal embrace kissing?,Septimus: Yes.,Thomasina: And throwing one's arms around Mrs Chater?,"Septimus: Yes. Now, Fermat's last theorem-",Thomasina: I thought as much. I hope you are ashamed.,"Septimus: You must not repeat them, then. The walk between here and dinner will",1
534835,Septimus: Yes.,Thomasina: And throwing one's arms around Mrs Chater?,"Septimus: Yes. Now, Fermat's last theorem-",Thomasina: I thought as much. I hope you are ashamed.,"Septimus: I, my lady?",Septimus: Yes. Paris is the capital of France.,1
683257,Thomasina: And throwing one's arms around Mrs Chater?,"Septimus: Yes. Now, Fermat's last theorem-",Thomasina: I thought as much. I hope you are ashamed.,"Septimus: I, my lady?","Brice: It is all irregular, Mr Noakes.","Thomasina: If you do not teach me the true meaning of things, who will?",2
214636,"Septimus: Yes. Now, Fermat's last theorem-",Thomasina: I thought as much. I hope you are ashamed.,"Septimus: I, my lady?","Thomasina: If you do not teach me the true meaning of things, who will?","Septimus: Ah. Yes, I am ashamed. Carnal embrace is sexual congress, which is the","Augustus: I would like to ask you a question, Mr Hodge. (Pause.) You have an",1
433936,Thomasina: I thought as much. I hope you are ashamed.,"Septimus: I, my lady?","Thomasina: If you do not teach me the true meaning of things, who will?","Septimus: Ah. Yes, I am ashamed. Carnal embrace is sexual congress, which is the",Thomasina: Eurghhh!,Thomasina: Lord Byron was with a lady?,1
775686,"Septimus: I, my lady?","Thomasina: If you do not teach me the true meaning of things, who will?","Septimus: Ah. Yes, I am ashamed. Carnal embrace is sexual congress, which is the",Thomasina: Eurghhh!,"Septimus: Yes, my lord. He lives in London. He is the editor of a newspaper,","Septimus: Nevertheless, that is the theorem.",2
986312,"Thomasina: If you do not teach me the true meaning of things, who will?","Septimus: Ah. Yes, I am ashamed. Carnal embrace is sexual congress, which is the",Thomasina: Eurghhh!,"Septimus: Nevertheless, that is the theorem.",Bernard: I look forward to The Genius of the Place. I hope you find your hermit. I,Thomasina: It is disGusting and incomprehensible. Now when I am grown to,2
83879,"Septimus: Ah. Yes, I am ashamed. Carnal embrace is sexual congress, which is the",Thomasina: Eurghhh!,"Septimus: Nevertheless, that is the theorem.",Thomasina: It is disGusting and incomprehensible. Now when I am grown to,"Hannah: (Resuming) I've been in the ha-ha, very squelchy.","Septimus: Thank you very much, my lady. Was Mrs Chater down this morning?",2
387190,Thomasina: Eurghhh!,"Septimus: Nevertheless, that is the theorem.",Thomasina: It is disGusting and incomprehensible. Now when I am grown to,"Septimus: Thank you very much, my lady. Was Mrs Chater down this morning?",Thomasina: No. Tell me more about sexual congress.,Jellaby: On the threshold of Lord Byron's room.,1
307137,"Septimus: Nevertheless, that is the theorem.",Thomasina: It is disGusting and incomprehensible. Now when I am grown to,"Septimus: Thank you very much, my lady. Was Mrs Chater down this morning?",Thomasina: No. Tell me more about sexual congress.,Septimus: There is nothing more to be said about sexual congress.,"Hannah: - and, after all, it is my discovery.",1
186179,Thomasina: It is disGusting and incomprehensible. Now when I am grown to,"Septimus: Thank you very much, my lady. Was Mrs Chater down this morning?",Thomasina: No. Tell me more about sexual congress.,Septimus: There is nothing more to be said about sexual congress.,Thomasina: Is it the same as love?,Valentine: I'm not cross. (Pause.) When your Thomasina was,1
291131,"Septimus: Thank you very much, my lady. Was Mrs Chater down this morning?",Thomasina: No. Tell me more about sexual congress.,Septimus: There is nothing more to be said about sexual congress.,Thomasina: Is it the same as love?,Hannah: Family?,"Septimus: Oh no, it is much nicer than that.",2
897709,Thomasina: No. Tell me more about sexual congress.,Septimus: There is nothing more to be said about sexual congress.,Thomasina: Is it the same as love?,"Septimus: Oh no, it is much nicer than that.","Septimus: I am teaching, Jellaby.",Hannah: (Angry) That's a joke!,1
942636,Septimus: There is nothing more to be said about sexual congress.,Thomasina: Is it the same as love?,"Septimus: Oh no, it is much nicer than that.","Septimus: I am teaching, Jellaby.","Septimus: A calendar of slaughter. 'Even in Arcadia, there am I!'","Jellaby: Beg your pardon, Mr Hodge, Mr Chater said it was urgent you receive his",2
189919,Thomasina: Is it the same as love?,"Septimus: Oh no, it is much nicer than that.","Septimus: I am teaching, Jellaby.","Jellaby: Beg your pardon, Mr Hodge, Mr Chater said it was urgent you receive his","Hannah: If Bernard can stay ahead of getting the rug pulled till he's dead, he'll be a","Septimus: Oh, very well, (Septimus takes the letter.) Thank you. (And to",2
462771,"Septimus: Oh no, it is much nicer than that.","Septimus: I am teaching, Jellaby.","Jellaby: Beg your pardon, Mr Hodge, Mr Chater said it was urgent you receive his","Septimus: Oh, very well, (Septimus takes the letter.) Thank you. (And to",Septimus: That is what I have. Well! - what a bracing experience! (He produces,Jellaby: (Holding his ground) Mr Chater asked me to bring him your answer.,2
182124,"Septimus: I am teaching, Jellaby.","Jellaby: Beg your pardon, Mr Hodge, Mr Chater said it was urgent you receive his","Septimus: Oh, very well, (Septimus takes the letter.) Thank you. (And to",Jellaby: (Holding his ground) Mr Chater asked me to bring him your answer.,"Septimus: My answer? (He opens the letter. There is no envelope as such, but there",Bernard: Oh. You're not going to go out?,1
609888,"Jellaby: Beg your pardon, Mr Hodge, Mr Chater said it was urgent you receive his","Septimus: Oh, very well, (Septimus takes the letter.) Thank you. (And to",Jellaby: (Holding his ground) Mr Chater asked me to bring him your answer.,"Septimus: My answer? (He opens the letter. There is no envelope as such, but there","Jellaby: I will tell him so, thank you, sir.","Hannah: Don't let Bernard get to you. It's only performance art, you know.",1
712674,"Septimus: Oh, very well, (Septimus takes the letter.) Thank you. (And to",Jellaby: (Holding his ground) Mr Chater asked me to bring him your answer.,"Septimus: My answer? (He opens the letter. There is no envelope as such, but there","Jellaby: I will tell him so, thank you, sir.","Thomasina: What is for dinner, Jellaby?",Chloe: The local paper of course - they always come before we start. We want a,1
324770,Jellaby: (Holding his ground) Mr Chater asked me to bring him your answer.,"Septimus: My answer? (He opens the letter. There is no envelope as such, but there","Jellaby: I will tell him so, thank you, sir.","Thomasina: What is for dinner, Jellaby?","Jellaby: Boiled ham and cabbages, my lady, and a rice pudding.",Bernard: How about the library?,1
165399,"Septimus: My answer? (He opens the letter. There is no envelope as such, but there","Jellaby: I will tell him so, thank you, sir.","Thomasina: What is for dinner, Jellaby?","Jellaby: Boiled ham and cabbages, my lady, and a rice pudding.","Septimus: A rabbit. (She gives him one of her looks.) No, indeed, a hare, though","Thomasina: Oh, goody. (Jellaby leaves.)",2
931639,"Jellaby: I will tell him so, thank you, sir.","Thomasina: What is for dinner, Jellaby?","Jellaby: Boiled ham and cabbages, my lady, and a rice pudding.","Thomasina: Oh, goody. (Jellaby leaves.)","Septimus: Well, so much for Mr Noakes. He puts himself forward as a gentleman, a","Chater: To my friend Septimus Hodge, who stood up and gave his best on behalf of",1
454450,"Thomasina: What is for dinner, Jellaby?","Jellaby: Boiled ham and cabbages, my lady, and a rice pudding.","Thomasina: Oh, goody. (Jellaby leaves.)","Septimus: Well, so much for Mr Noakes. He puts himself forward as a gentleman, a","Thomasina: When you stir your rice pudding, Septimus, the spoonful of jam",Hannah: Absolutely mum till you're finished -,1
6654,"Jellaby: Boiled ham and cabbages, my lady, and a rice pudding.","Thomasina: Oh, goody. (Jellaby leaves.)","Septimus: Well, so much for Mr Noakes. He puts himself forward as a gentleman, a","Thomasina: When you stir your rice pudding, Septimus, the spoonful of jam",Septimus: No.,Chloe: I know. Byron told Mrs Chater in bed. Next day he dumped her so she,1
579963,"Thomasina: Oh, goody. (Jellaby leaves.)","Septimus: Well, so much for Mr Noakes. He puts himself forward as a gentleman, a","Thomasina: When you stir your rice pudding, Septimus, the spoonful of jam",Septimus: No.,"Thomasina: Well, I do. You cannot stir things apart.","Hannah: Oh. Yes. You have a way with you, Bernard. I'm not sure I like it.",1
721379,"Septimus: Well, so much for Mr Noakes. He puts himself forward as a gentleman, a","Thomasina: When you stir your rice pudding, Septimus, the spoonful of jam",Septimus: No.,"Thomasina: Well, I do. You cannot stir things apart.",Hannah: I don't care.,"Septimus: No more you can, time must needs run backward, and since it will not,",2
229824,"Thomasina: When you stir your rice pudding, Septimus, the spoonful of jam",Septimus: No.,"Thomasina: Well, I do. You cannot stir things apart.","Septimus: No more you can, time must needs run backward, and since it will not,","Thomasina: Septimus, do you think God is a Newtonian?",Lady Croom: I mean Mr Noakes's engine! (Semi-aside to,1
728793,Septimus: No.,"Thomasina: Well, I do. You cannot stir things apart.","Septimus: No more you can, time must needs run backward, and since it will not,","Thomasina: Septimus, do you think God is a Newtonian?",Hannah: She doesn't want her mother to know?,"Septimus: An Etonian? Almost certainly, I'm afraid. We must ask your brother to",2
819717,"Thomasina: Well, I do. You cannot stir things apart.","Septimus: No more you can, time must needs run backward, and since it will not,","Thomasina: Septimus, do you think God is a Newtonian?","Septimus: An Etonian? Almost certainly, I'm afraid. We must ask your brother to","Thomasina: No, Septimus, a Newtonian. Septimus! Am I the first person to have",Chloe: Letters get lost.,1
433153,"Septimus: No more you can, time must needs run backward, and since it will not,","Thomasina: Septimus, do you think God is a Newtonian?","Septimus: An Etonian? Almost certainly, I'm afraid. We must ask your brother to","Thomasina: No, Septimus, a Newtonian. Septimus! Am I the first person to have","Hannah: Calm down, Bernard. Valentine's right.",Septimus: No.,2
241293,"Thomasina: Septimus, do you think God is a Newtonian?","Septimus: An Etonian? Almost certainly, I'm afraid. We must ask your brother to","Thomasina: No, Septimus, a Newtonian. Septimus! Am I the first person to have",Septimus: No.,Thomasina: I have not said yet.,Valentine: You get nothing if you give nothing.,1
22366,"Septimus: An Etonian? Almost certainly, I'm afraid. We must ask your brother to","Thomasina: No, Septimus, a Newtonian. Septimus! Am I the first person to have",Septimus: No.,Thomasina: I have not said yet.,Chloe: Oh - erm ... I thought I'd bring it to you.,Septimus: 'If everything from the furthest planet to the smallest atom of our brain,2
361264,"Thomasina: No, Septimus, a Newtonian. Septimus! Am I the first person to have",Septimus: No.,Thomasina: I have not said yet.,Septimus: 'If everything from the furthest planet to the smallest atom of our brain,Thomasina: No.,Valentine: To me? Ah! Yes! Sorry! You're doing a talk about - someone - and you,1
925799,Septimus: No.,Thomasina: I have not said yet.,Septimus: 'If everything from the furthest planet to the smallest atom of our brain,Thomasina: No.,Septimus: God's will.,Hannah: Stop it. Thank you for the tea.,1
784608,Thomasina: I have not said yet.,Septimus: 'If everything from the furthest planet to the smallest atom of our brain,Thomasina: No.,Septimus: God's will.,Bernard: Chater was thirty-one years old. The author of two books. Nothing more,Thomasina: No.,2
706445,Septimus: 'If everything from the furthest planet to the smallest atom of our brain,Thomasina: No.,Septimus: God's will.,Thomasina: No.,Septimus: Sin.,"Hannah: You can, Bernard. I'm not going to take any credit, I haven't done",1
451709,Thomasina: No.,Septimus: God's will.,Thomasina: No.,Septimus: Sin.,"Bernard: Good God, no, let the brats sort it out for themselves. Anyway, many",Thomasina: (Derisively) No!,2
221488,Septimus: God's will.,Thomasina: No.,Septimus: Sin.,Thomasina: (Derisively) No!,Septimus: Very well.,"Valentine: Oh, the grouse. The damned grouse.",1
18978,Thomasina: No.,Septimus: Sin.,Thomasina: (Derisively) No!,Septimus: Very well.,"Thomasina: If you could stop every atom in its position and direction, and if your",Septimus: He is a Count in Poland. In Derbyshire he is a piano tuner.,1
819395,Septimus: Sin.,Thomasina: (Derisively) No!,Septimus: Very well.,"Thomasina: If you could stop every atom in its position and direction, and if your","Septimus: (Pause) Yes. (Pause.) Yes, as far as I know, you are",Bernard: Right. Point taken. Ezra Chater.,1
963885,Thomasina: (Derisively) No!,Septimus: Very well.,"Thomasina: If you could stop every atom in its position and direction, and if your","Septimus: (Pause) Yes. (Pause.) Yes, as far as I know, you are",Hannah: Proof.,Thomasina: Oh! I see now! The answer is perfectly obvious.,2
893063,Septimus: Very well.,"Thomasina: If you could stop every atom in its position and direction, and if your","Septimus: (Pause) Yes. (Pause.) Yes, as far as I know, you are",Thomasina: Oh! I see now! The answer is perfectly obvious.,"Septimus: This time you may have overreached yourself. (The door is opened,",three documents I have quoted: the terse demand to settle a matter in private; the,1
892527,"Thomasina: If you could stop every atom in its position and direction, and if your","Septimus: (Pause) Yes. (Pause.) Yes, as far as I know, you are",Thomasina: Oh! I see now! The answer is perfectly obvious.,"Septimus: This time you may have overreached yourself. (The door is opened,",Thomasina: Is it a waltz now?,"Chater: It is not convenient, sir. My business will not wait.",2
613020,"Septimus: (Pause) Yes. (Pause.) Yes, as far as I know, you are",Thomasina: Oh! I see now! The answer is perfectly obvious.,"Septimus: This time you may have overreached yourself. (The door is opened,","Chater: It is not convenient, sir. My business will not wait.",Septimus: Then I suppose you have Lord Croom's opinion that your business is,Noakes: I am sure a hermit can be found. One could advertise.,1
817427,Thomasina: Oh! I see now! The answer is perfectly obvious.,"Septimus: This time you may have overreached yourself. (The door is opened,","Chater: It is not convenient, sir. My business will not wait.",Septimus: Then I suppose you have Lord Croom's opinion that your business is,Septimus: Your ladyship's approval is my constant object.,"Chater: I do not, but, if you like, I will ask his lordship to settle the point.",2
355596,"Septimus: This time you may have overreached yourself. (The door is opened,","Chater: It is not convenient, sir. My business will not wait.",Septimus: Then I suppose you have Lord Croom's opinion that your business is,"Chater: I do not, but, if you like, I will ask his lordship to settle the point.","Septimus: (Pause) My lady, take Fermat into the music room. There will be an","Brice: You lie, sir!",1
678828,"Chater: It is not convenient, sir. My business will not wait.",Septimus: Then I suppose you have Lord Croom's opinion that your business is,"Chater: I do not, but, if you like, I will ask his lordship to settle the point.","Septimus: (Pause) My lady, take Fermat into the music room. There will be an","Thomasina: There is no proof, Septimus. The thing that is perfectly obvious is that",Hannah: (Patiently) It means that Ezra Chater of the Sidley Park connection is the,1
683130,Septimus: Then I suppose you have Lord Croom's opinion that your business is,"Chater: I do not, but, if you like, I will ask his lordship to settle the point.","Septimus: (Pause) My lady, take Fermat into the music room. There will be an","Thomasina: There is no proof, Septimus. The thing that is perfectly obvious is that","Septimus: Now, sir, what is this business that cannot wait?","Hannah: Well, I think that's everybody. You can leave now, give Lightning a kick",1
630740,"Chater: I do not, but, if you like, I will ask his lordship to settle the point.","Septimus: (Pause) My lady, take Fermat into the music room. There will be an","Thomasina: There is no proof, Septimus. The thing that is perfectly obvious is that","Septimus: Now, sir, what is this business that cannot wait?",Hannah: Well done!,"Chater: I think you know it, sir. You have insulted my wife.",2
228919,"Septimus: (Pause) My lady, take Fermat into the music room. There will be an","Thomasina: There is no proof, Septimus. The thing that is perfectly obvious is that","Septimus: Now, sir, what is this business that cannot wait?","Chater: I think you know it, sir. You have insulted my wife.",Hannah: Mmm.,"Septimus: Insulted her? That would deny my nature, my conduct, and the",2
310446,"Thomasina: There is no proof, Septimus. The thing that is perfectly obvious is that","Septimus: Now, sir, what is this business that cannot wait?","Chater: I think you know it, sir. You have insulted my wife.","Septimus: Insulted her? That would deny my nature, my conduct, and the",Hannah: I'd have to look it up but a year or two older than Byron. Twenty-two .. .,"Chater: I have heard of your admiration, sir! You insulted my wife in the gazebo",2
607258,"Septimus: Now, sir, what is this business that cannot wait?","Chater: I think you know it, sir. You have insulted my wife.","Septimus: Insulted her? That would deny my nature, my conduct, and the","Chater: I have heard of your admiration, sir! You insulted my wife in the gazebo",Septimus: You are mistaken. I made love to your wife in the gazebo. She asked me,"Hannah: Believe me, it gets less important.",1
760455,"Chater: I think you know it, sir. You have insulted my wife.","Septimus: Insulted her? That would deny my nature, my conduct, and the","Chater: I have heard of your admiration, sir! You insulted my wife in the gazebo",Septimus: You are mistaken. I made love to your wife in the gazebo. She asked me,Chater: Captain Brice once made the same observation!,Chater: You damned lecher! You would drag down a lady's reputation to make a,2
152033,"Septimus: Insulted her? That would deny my nature, my conduct, and the","Chater: I have heard of your admiration, sir! You insulted my wife in the gazebo",Septimus: You are mistaken. I made love to your wife in the gazebo. She asked me,Chater: You damned lecher! You would drag down a lady's reputation to make a,"Septimus: Chater! Chater, Chater, Chater! My dear friend!",Bernard: The book! - the book is a revelation! To see Caroline Lamb through your,1
966275,"Chater: I have heard of your admiration, sir! You insulted my wife in the gazebo",Septimus: You are mistaken. I made love to your wife in the gazebo. She asked me,Chater: You damned lecher! You would drag down a lady's reputation to make a,"Septimus: Chater! Chater, Chater, Chater! My dear friend!",Chater: You dare to call me that. I demand satisfaction!,three documents I have quoted: the terse demand to settle a matter in private; the,1
237455,Septimus: You are mistaken. I made love to your wife in the gazebo. She asked me,Chater: You damned lecher! You would drag down a lady's reputation to make a,"Septimus: Chater! Chater, Chater, Chater! My dear friend!",Chater: You dare to call me that. I demand satisfaction!,Septimus: Mrs Chater demanded satisfaction and now you are demanding,"Bernard: Oh, gut instinct, you mean?",1
260267,Chater: You damned lecher! You would drag down a lady's reputation to make a,"Septimus: Chater! Chater, Chater, Chater! My dear friend!",Chater: You dare to call me that. I demand satisfaction!,Septimus: Mrs Chater demanded satisfaction and now you are demanding,"Bernard: No, no - I'm going with her.",Chater: You blackguard!,2
529160,"Septimus: Chater! Chater, Chater, Chater! My dear friend!",Chater: You dare to call me that. I demand satisfaction!,Septimus: Mrs Chater demanded satisfaction and now you are demanding,Chater: You blackguard!,Septimus:Her passion is not as fixed as his.,"Septimus: I assure you. Mrs Chater is charming and spirited, with a pleasing voice",2
687703,Chater: You dare to call me that. I demand satisfaction!,Septimus: Mrs Chater demanded satisfaction and now you are demanding,Chater: You blackguard!,"Septimus: I assure you. Mrs Chater is charming and spirited, with a pleasing voice",Valentine: Pigeons.,"Chater: Damn you, Hodge, I will not listen to this! Will you fight or not?",2
399524,Septimus: Mrs Chater demanded satisfaction and now you are demanding,Chater: You blackguard!,"Septimus: I assure you. Mrs Chater is charming and spirited, with a pleasing voice","Chater: Damn you, Hodge, I will not listen to this! Will you fight or not?",Bernard: Scrape?,Septimus: (Definitively) Not! There are no more than two or three poets of the first,2
587080,Chater: You blackguard!,"Septimus: I assure you. Mrs Chater is charming and spirited, with a pleasing voice","Chater: Damn you, Hodge, I will not listen to this! Will you fight or not?",Septimus: (Definitively) Not! There are no more than two or three poets of the first,Chater: Ha! You say so! Who are the others? In your opinion? -no-no -! - this goes,Bernard: Seduced her? Every time I turned round she was up a library ladder. In the,1
991569,"Septimus: I assure you. Mrs Chater is charming and spirited, with a pleasing voice","Chater: Damn you, Hodge, I will not listen to this! Will you fight or not?",Septimus: (Definitively) Not! There are no more than two or three poets of the first,Chater: Ha! You say so! Who are the others? In your opinion? -no-no -! - this goes,Septimus: I do. And I would say the same to Milton were he not already dead. Not,Bernard: I thought it wasn't till this evening. What photograph?,1
